artist_id,artist_name,purpose_premium_pack
3I3Fz1DeUY0icXFvOjbXm7,Methyl Ethel,False
163tK9Wjr9P9DmM0AVK7lm,Lorde,False
6n28c9qs9hNGriNa72b26u,PNAU,False
7ymhGfvQPQLHU20RovzLMJ,Thundamentals,False
6zVFRTB0Y1whWyH7ZNmywf,Tash Sultana,False
1iUTUix5kea176M0uJTsh4,DMA'S,False
73sIBHcqh3Z3NyqHKZ7FOL,Childish Gambino,False
6NFyaN9PMCDZ3LKxGwHAXt,Illy,False
0UZ1nu3kcdNlCoiKRjmSSY,Peking Duk,False
6l5dAUNRhHnRSPPmRJSKQr,Marcus Marr,False
23IZADrJHPStZ6aMxJVq3s,Jarryd James,False
3fmMaLC5jjf2N4EC2kTx0u,Hermitude,False
6nS5roXSAGhTGr34W6n7Et,Disclosure,False
6UcJxoeHWWWyT5HZP064om,Chet Faker,False
1hzfo8twXdOegF3xireCYs,Milky Chance,False
7xUZ4069zcyBM4Bn10NQ1c,Ásgeir,False
4tZwfgrHOc3mvqYlEYSvVi,Daft Punk,False
7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys,False
00FQb4jTyendYWaN8pK0wa,Lana Del Rey,False
7CIW23FQUXPc1zebnO1TDG,Matt Corby,False
5gcDZA9xXCOspWgQilUYIu,The Preatures,False
3Bd1cgCjtCI32PYvDC3ynO,London Grammar,False
3JhNCzhSMTxs9WLGJJxWOY,Macklemore,False
4dwdTW1Lfiq0cM8nBAqIIz,Of Monsters and Men,False
3XHO7cRUPCLOr6jwp8vsx5,alt-J,False
3gd8FJtBJtkRxdfbTu19U2,Mumford & Sons,False
2h93pZq0e7k5yf4dywlkpM,Frank Ocean,False
2AsusXITU8P25dlRNhcAbG,Gotye,False
7mnBLXK823vNxN3UWB7Gfz,The Black Keys,False
2NqgE99Ll5vOTvmbN7O2R6,Boy & Bear,False
63MQldklfxkjYDoUE4Tppz,M83,False
0Ou0138wEd8XWebhc4j7O0,San Cisco,False
3vn7rk7VNMfDhuZNB9sDYP,360,False
76KHdORVQMt7L6nVzvOUph,The Jezabels,False
74WcfqC2hmUFHEJs0PDqYi,Little Red,False
1m3jswEIBazYObuVL9NriQ,Ou Est Le Swimming Pool,False
25ou7Y6W7L1fcMoCZMbf86,Birds Of Tokyo,False
5kp9Qhzri9LrDkzrtjt5Sh,Adrian Lux,False
5nLYd9ST4Cnwy6NHaCxbj8,CeeLo Green,False
0Ya43ZKWHTKkAbkoJJkwIB,The Wombats,False
4MlrZKzgi3UuZi2iDKjOar,Art vs Science,False
1xU878Z1QtBldR7ru9owdU,Phoenix,False
7sCcPQQft3sSxcJaB30dlb,Bluejuice,False
53f2OKMfVLTsHFkGyA5dnz,Lisa Mitchell,False
13saZpZnCDWOI9D4IJhp1f,Lily Allen,False
12Chz98pHFMPJEknJQMWvI,Muse,False
1moxjboGR7GNWYIMWsRjgG,Florence + The Machine,False
2qk9voo8llSGYcZ6xrBzKx,Kings of Leon,False
1zTAQ6zkGz2L2i6lfR30EX,The Presets,False
0nqejKHUiWWMRltB0Cx5xq,PEZ,False
2wvUfjKGoXvcnDHq7GgMOa,The Ting Tings,False
4Q6bcEc5YCypvMZ5kjaTMp,Drapht,False
5d0bxRte3J74ZXyEGRL8uU,Dato' Sri Siti Nurhaliza,False
7Dx7RhX0mFuXhCOUgB01uM,JJ Lin,False
4gzpq5DPGxSnKTe4SA8HAU,Coldplay,False
7aRC4L63dBn3CiLDuWaLSI,G.E.M.,False
57n1OF36WvtOeATY6WQ6iw,Digga D,False
6UCQYrcJ6wab6gnQ89OJFh,Headie One,False
5zfEatKLDdRkgbw6sdLBAQ,Octavian,False
2tPR06hLUvH5aIY3JXNIxY,dutchavelli,False
7b79bQFziJFedJb75k6hFt,Tion Wayne,False
5VadK1havLhK1OpKYsXv9y,D-Block Europe,False
4ktBrNjagCGftyuBLJkATq,Wes Nelson,False
3rbtPd0NcvhO2AzMfzx90z,Fredo,False
2PJEagPIxaBugeMjIyKVXF,Aitch,False
0koPE9U3b5XYArKa7R2TLm,OFB,False
0M4TICrzqPJ9wzqY2SDO39,Gleb Ragalevich,False
3bn93QEHOITZ4ARuiZdfRA,Morrisson,False
0tPKcpC8yXpfdWXFcN7Vwr,Nines,False
3Q8Ow3li2nXzZhRPHMwR7h,Da Beatfreakz,False
4Xi6LSfFqv26XgP9NKN26U,AJ Tracey,False
4PCeJ2EIn3YtzYYRsHHWyy,GRM Daily,False
5VNMclLseLzRnVhvkrqdpn,Loski,False
5H4yInM5zmHqpKIoMNAx4r,Central Cee,False
76IdLCK81jcB44BTCgR7Vx,Country Dons,False
491U1PrV1EoQuhM0aUCn9r,M Huncho,False
1Nhg7gO8g4WQum0phRkU3C,Tuggawar,False
5ZD4VhNTUEnEBTlWQPeyzq,M1llionz,False
1nzgtKYFckznkcVMR3Gg4z,KSI,False
4Dokdwa3WB7ilQ2c2qvIBL,Bugzy Malone,False
7JMwO9tyFPMsb2KnsJqZlp,B Young,False
3Lpx3ZSrsLeaVD9zKtGPiG,Chunkz,False
290nCNEce1y6rfoJiO2rK7,Pa Salieu,False
3iAhNz3e31lBuXYOsqGsf3,Unknown T,False
7bZpYWk0ZZN7CkOeXbAY0Z,Potter Payper,False
1Pm6hTRjgSkT3B4FCQpW4g,Meekz,False
47rT8CoKTbr0S945AGgATQ,DigDat,False
58ICshZ0AgBMNJiLHK3U8l,Deno,False
6W4vm8P3JFQboO4cvHeqaa,Knucks,False
6S2OmqARrzebs0tKUEyXyp,Demi Lovato,False
6Ad91Jof8Niiw0lGLLi3NW,YUNGBLUD,False
3PyJHH2wyfQK3WZrk9rpmP,Ashnikko,False
7DMveApC7UnC2NPfPvlHSU,Cheat Codes,False
25u4wHJWxCA9vO0CzxAbK7,Lukas Graham,False
1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,False
6tmzRs9PljJyKrLArTgWr2,Nick Kandler,False
4RVnAU35WRWra6OZ3CbbMA,Kylie Minogue,False
3MTuYlKV6qbJXPLh7kmf4B,Pola Rise,False
4EPJlUEBy49EX1wuFOvtjK,Becky Hill,False
3bOBHc9T821VkIqj7LNYJq,Lemonwood,False
5qa31A9HySw3T7MKWI9bGg,FLETCHER,False
1iSNiZOmtGmOsJLWbAeiaV,Taydee Marie,False
3DiDSECUqqY1AuBP8qtaIa,Alicia Keys,False
0Wwji82sLA0Hcvtuak3omb,AUDREY NUNA,False
64FQYdBZnCYDJQGazQgthB,Fox Wilde,False
3SyWnrT7mZVolH1d1CKZVb,Jerusha,False
5tCYURgTmdP64OCLu5djQG,sophiemarie.b,False
4lDBihdpMlOalxy1jkUbPl,Grey,False
1FNNMyKV9cpW4CAe3NbTU9,Mia Sayoko,False
4nRHcfAmMSUanRKGE6vw3Q,MJ Songstress,False
1asSK5d79kA4LoNp4LmV3z,VEAUX,False
4nskIG5VkuYcUXhlSVDHaG,Rebecca Levy,False
5J1J4Fgcs49xIWDtBjD1xZ,I Hear Jimmy,False
7MYd5eQsYAgvc6JUyAHR8H,The Kid Fraze,False
4jiCcrwKBup48Toh85VIfq,nonnensee,False
1nIAc3kk2XEoSPxoa1Yd7G,Harlequiin,False
5GImm0oU5MkW7OHkb91jwu,Wolfgang Lohr,False
2ZnP7Vw0Rkz8KksxReWfji,Dallas Austin,False
7L2VDRsQIwfuo2eDBuhv6y,Nikki Shay,False
77ziqFxp5gaInVrF2lj4ht,Sech,False
6uhiWd75IdZeZgIAmjFal5,Spirit Of Sivana,False
6r5nslEUXZRMW9qpxKvxV6,Its Natascha,False
4361vY0bj7gjkZG9Gg42Jq,Katelyn Seary,False
4wGT7z6uSZfL2KdmUtG8d6,Sabby Sousa,False
6i3DxIlAqnDkwELLw4aVrx,Lele Pons,False
3dngyjaqghSgHD0g0Gp0L9,The Sleepless Elite,False
3wnCQMuDWZ03Hsq7lkAZGn,Blood End Wine,False
5vUvUbVlt1pGuS7zCaavsq,Makichi,False
61NlYrZaDBKD7irqGtydxU,Monoply,False
6fTa2ugChlaoRIF6jvrZdV,RAENE,False
6wCdPDfNu7kWsDTuBFe8x8,Flo Chase,False
0QHgL1lAIqAw0HtD7YldmP,DJ Khaled,False
7ltDVBr6mKbRvohxheJ9h1,ROSALÍA,False
7gZfnEnfiaHzxARJ2LeXrf,6ix9ine,False
2HPaUgqeutzr3jx5a9WyDV,PARTYNEXTDOOR,False
16s0YTFcyjP4kgFwt7ktrY,Mayday,False
1cg0bYpP5e2DNG0RgK2CMN,Joker Xue,False
7xNYY1Zkb1vks5m9ATlJok,Naza,False
7IlRNXHjoOCgEAWN5qYksg,Aya Nakamura,False
1SxuyHZnLUFyFHGzdGaxZk,Wejdene,False
4krMq8pXkLVTGplpYgHlnV,Ronisia,False
4sbXXFzEWJY2zsZjelerjX,Dadju,False
0GgY7hjMoGDsX8ZDe2mwds,Soolking,False
7gU9VyFRN3JWPJ5oHOil60,Tayc,False
3PsyPWjsftbfeXGorZv4AM,Grand Corps Malade,False
15jZ8OLtnGATWHlQkltG7f,Amel Bent,False
3DCWeG2J1fZeu0Oe6i5Q6m,PLK,False
3IW7ScrzXmPvZhB27hmfgy,Jul,False
0GOx72r5AAEKRGQFn3xqXK,GIMS,False
5iZMWWLoDJH1u6Ru2rOEsd,Keen' V,False
7wjeXCtRND2ZdKfMJFu6JC,Louane,False
1WDkNp8Duv9QhO246S4dDa,Bramsito,False
2GlEiSHYEKlq9cUYDa9oZb,Lynda,False
2RJBv9wXbW6m539q9NOfW1,Soprano,False
5nH2klYTzn8CNvUv1GOGQO,Eva,False
6rl53MP8HSoiugpqzA50Zh,Amir,False
6HhnhnxLsowYuuejvku0Bz,Lartiste,False
1kwzW1IszUiq4Gs9BFesvW,Hornet La Frappe,False
46wEUZyujVrFSrdCnTKQmV,Marwa Loud,False
0qO3t2MHM5NIEJ5fw9VndY,Benab,False
6L34dW6SKMSDaGIfYDU19j,Maes,False
5hREZP0zTQbTLkZ2M8RS4v,Djadja & Dinaz,False
05hirnMeVIzCrcUxbrysZU,Hatik,False
0Ntl0oWMPWfBOoi9Qcr9ht,Vitaa,False
2tcoLkA9Hexz70Kuc1NTUl,Gradur,False
0FEJqmeLRzsXj8hgcZaAyB,Indila,False
6ihCRApNJtA2jTLA15UYID,Blane Howard,False
77kULmXAQ6vWer7IIHdGzI,Jordan Davis,False
3ZcbVcd3fsf9qKK02UVzGB,Gary Barlow,False
3AVfmawzu83sp94QW7CEGm,Astrid S,False
3V0ZQW0dNuVaFtbVYgSI24,Claire Rosinkranz,False
6o6jMpcBBv4jMOEE1Z4tlJ,Jador,False
1uRZ4uQbQbzWAHozLnUxIj,Bogdan De La Ploiesti,False
5h0wBmd25qPcGSInl3dp66,Tzanca Uraganu,False
29wSS5bDd3Ys4VMaXAvN7F,Nikolas,False
1YMrqJ1if4wmBE8CxnqLLt,Nikolas SAX,False
0LRizmzjNKAjWlmkYBJi8V,Jean de la Craiova,False
6Ujb9g9pljLl91qELsPZYo,Florin Salam,False
7iwW4N99bE6IqmetoSwJ7h,Asu,False
25eprDXZN5sMuYurRhDZ90,Haidin,False
0lD0cnzSrUjThgH9YxBF82,Luis Gabriel,False
1pSrnszC45xsQbIFBWRUHy,Georgiana Lobonț,False
0smlefnznDTwWJhoFilEpx,Cristina,False
4tB1i3eh5ABSSjEPW9fTSZ,Urucu Robert,False
55xJmWjZC4Pa3FwEsMY28w,Liviu Guta,False
2Ieszafc1unlRGyRmhGDFB,Florin cercel,False
7ch05jNCIyNpsanogPBVoo,Reea & Tina,False
60KR2lVVoYd6GIcfLoUjPI,Dani Mocanu,False
264Be2Waq137vybMlFYCnu,Theo Rose,False
0p1gZPbIwiu7I6dDyk8FPg,Dana de la Victoria,False
1KZ7dA8xMPKUSZX6X1Uiy2,Shaban Regele din Banat,False
1OpVAtFhjrs1jnWz2dHYUb,Ticy,False
5FK1YzcREfjBuxM8i7UtBe,Ece Mumay,False
2kdaYJfJVIGBaNcMmrg13p,Zehra,False
3WKZeiNOV5dnANlQnjL95B,Irmak Arıcı,False
0wCKNMsqYasJBFVagjay49,Hadise,False
6qg3g0aneq4tOJgpzIuEmT,Nigar Muharrem,False
6iBdV6h17D1kOnK9lFyWo3,Bilal Sonses,False
50z4meqYMvVCXEv2jDneDN,Tuğçe Kandemir,False
2wswrLV1o19frClh3pHxws,Bilal Hancı,False
5q0uL3T6JoEVGylrtCnfCb,Enes Batur,False
42eVTsIe8wg9QTuzYSn4UB,Günay Aksoy,False
1nFJWl30l3PAHei86OxN0i,Oğuzhan Koç,False
4Pj2N5oJ3rrQjERtkC3MMl,Grup Roj,False
64d1rUxfizSAOE9UbMnUZd,Sezen Aksu,False
5h2jTdwf4p0dM34aBykPzZ,İrem Derici,False
4zvfUbCpoR8fWGg0kysc4u,Veysel Mutlu,False
1mpOD8ZwHnbsryIuXWq0R1,Zeynep Bastık,False
3cNwyF5SboOs9icz2XyotE,Mustafa Ceceli,False
1qZ684TB9E1BjH58btdtYd,Buray,False
1Fg19vpUJpAAPFjnKaVYVW,Reynmen,False
5JJc8is4VzgOz8ZanDj18J,Arem Ozguc,False
18hpynG63scJYxOSDYHUVN,Burak King,False
4sn7PwrthjHpm1wRdckANt,Enes Kaçmaz,False
4QYrSz56GbbWzazB3ykW7G,Fatih Bulut,False
0Qbd0AGWuzggX61s306wZN,Ebru Yaşar,False
0cWUXno2lbskKfNR0iQRl2,Berk Coşkun,False
6YapGsI8u59kfewJjjJ2LJ,Hande Ünsal,False
4XP7cGw4t8BqZ8Du5q3bHg,Emir Can İğrek,False
7zVYyYhGZxvPHPuhzReYHP,Ziynet Sali,False
5IbdRuOxSxGes8BU3lKmBx,KADR,False
1B0fCkXH620aujSMm3wIKS,Sura İskenderli,False
2IiSMrjpXiteqhISWXkdUG,Sibel Can,False
31czVneIywpUwJTNOVviJx,Sinan Akçıl,False
2y1VzMKAa5nmfXKtJL9jnj,Murda,False
35REohk9jOvZS11OhYJ6aD,Kaya Giray,False
7gobcoscOfsY0nOeqqFzvU,Yüzyüzeyken Konuşuruz,False
0J7kxhnyiFpd0NArVYvexR,Ali Kınık,False
2ekGsQEkeMtYFA16Jjes2M,İlyas Yalçıntaş,False
6BPzJMh8hXyURWbYwE2p1h,İsmail YK,False
2OWh9iyVeIqJm04kwcaArP,İdo Tatlıses,False
53oeVgECSa18dkHBQ9X6Eh,Murat Boz,False
6kf7koRM31Dgsj2WbByZpB,Ersay Üner,False
0mkH5jj3goQ51JtPKVodTo,Mustafa Sandal,False
1mvxj5GtTiRhQ3G3qeVCJj,Nahide Babashlı,False
5BueMcWYV4z3Jqrfo8GXCV,kimbureyhan,False
6K08etwXa3DlPdKL1Si8HQ,Gizem Kara,False
5juVQV1lGuA4o5IrLwpZar,Berkay,False
0yD2DVFXE71nWf8oLJ9xXX,Fatih Burdurlu,False
6f4srX54JFrLNK4aTJe2Sc,Ren Ran,False
0iMFttJ05HMGTKWRPHlFOF,胡66,False
4kVy1sDTGmCWzxmzY6soNZ,Alien Huang,False
6LYS0dZTQZ8FX5TQuvjcgk,王靖雯不胖,False
0MEchSWR9pJvw1S5CV3Kuk,Rainie Yang,False
5SWFVqjJ5POFRF6cudSL3X,解语花,False
6taSlFSqCqAEUHOliFyHt7,梦然,False
2z483yEJXdjguqCQysftmD,白小白,False
14bJhryXGk6H6qlGzwj3W5,Hebe Tien,False
0xftsXB7VnOwibMhupkamE,司南,False
5a5vu4RzsAHdKN0aYyblZ8,吳青峰,False
0JvihWUI0PyC4sEJGVwrAg,Da Zhuang,False
4TcOznbEZBqev21LzAH4KE,高爾宣 OSN,False
0RA2BX6jmqVZ7tBtpvMtjQ,山水组合,False
6g641431O1Xkl7HAs2yFEg,EggPlantEgg,False
2qXGNIlmY3JrYkxOWyXZsd,E.SO,False
6nM532KItQk0KhrE2PoZkk,皮卡丘多多,False
40sntfyZsRwGfDgSJnxYuX,婁峻碩,False
6V1SwiosQqf5XvmoTMCGa9,Dear Jane,False
2zvpm9x2IQdzpTIPcxsBVO,Vincent Wong,False
6jlz5QSUqbKE4vnzo2qfP1,Karen Mok,False
01u3qI3xMGFvktXyRSMGRZ,Vicky Chen,False
3dTgjg7lzUGiD3NwcGCK1n,阿冗,False
6JZIgN9gEgNSS8lY5pmwbx,音阙诗听,False
0rTP0x4vRFSDbhtqcCqc8K,Ronghao Li,False
190bkHbFrRvEhcB7Zpuv3y,Waa Wei,False
1caoBfXJrbKCwIaTzGkyHn,SIX60,False
3eAOH2az3fQIfX2UAw0FfC,L.A.B.,False
3PhoLpVuITZKcymswpck5b,Elton John,False
4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,False
2QsynagSdAqZj3U9HgDzjD,Bob Marley & The Wailers,False
50co4Is1HCEo8bhOyUWKpn,Young Thug,False
4LLpKhyESsyAXpc4laK94U,Mac Miller,False
6S0IvKlvPMX1RtAYtVpUV8,Drax Project,False
5hdhHgpxyniooUiQVaPxQ0,Nio Garcia,False
1i8SpTcr7yvPOmcqrbnVXY,Ozuna,False
329e4yvIujISKGKz1BZZbO,Farruko,False
1mcTU81TzQhprhouKaTkpq,Rauw Alejandro,False
2cPqdH7XMvwaBJEVjheH8g,Jay Wheeler,False
0tmwSHipWxN12fsoLcFU3B,Manuel Turizo,False
0GM7qgcRCORpGnfcN2tCiB,Tainy,False
4VMYDCV2IEDYJArk749S6m,Daddy Yankee,False
28gNT5KBp7IjEOQoevXf9N,Camilo,False
1GDbiv3spRmZ1XdM1jQbT7,Natti Natasha,False
7f02bxFbZIOVdSbYRNYvLT,Jerry Di,False
2R21vXR83lH98kGeO99Y66,Anuel AA,False
7DgpPXntG6DkNR4hCi4PjP,Chesca,False
4SsVbpTthjScTS7U2hmr1X,Arcangel,False
14zUHaJZo1mnYtn6IBRaRP,Justin Quiles,False
3MHaV05u0io8fQbZ2XPtlC,Prince Royce,False
7MP4jhYmFEgb0AtiOkw55s,Play-N-Skillz,False
0vR2qb8m9WHeZ5ByCbimq2,Reik,False
1SupJlEpv7RS2tPNRaHViT,Nicky Jam,False
0EmeFodog0BfCgMzAIvKQp,Shakira,False
7zY0DMisq1oYXvNNgGwHBY,Juanfran,False
7iK8PXO48WeuP03g8YR51W,Myke Towers,False
47MpMsUfWtgyIIBEFOr4FE,Lunay,False
0TnOYISbd1XYRBk9myaseg,Pitbull,False
07YUOmWljBTXwIseAUd9TW,Sebastian Yatra,False
5DUlefCLzVRzNWaNURTFpK,Cali Y El Dandee,False
3E6xrwgnVfYCrCs0ePERDz,Wisin,False
7FNnA9vBm6EKceENgCGRMb,Anitta,False
1Ts9of7VPZElwPQnqnDSfW,Lyanno,False
1DxLCyH42yaHKGK3cl5bvG,Maria Becerra,False
1tMWkquIkQtVD6vaZlDbSQ,Chema Rivas,False
3HH6yOn1yJNZo3RY5zEfy5,Javiielo,False
3tZdknQnzsVIIdaGCTj4RX,Quimico Ultra Mega,False
0eHQ9o50hj6ZDNBt6Ys1sD,Yandel,False
2DlGxzQSjYe5N6G9nkYghR,Jennifer Lopez,False
2wkoKEfS6dXwThbyTnZWFU,Mau y Ricky,False
7vXDAI8JwjW531ouMGbfcp,TINI,False
5dbaLmK5SHLLg8Z4CcTJpX,Greeicy,False
7eLcDZDYHXZCebtQmVFL25,Aitana,False
4IMAo2UQchVFyPH24PAjUs,Jowell & Randy,False
3m5qlPf2OkihLz3dRYnkPA,Ovy On The Drums,False
5xSx2FM8mQnrfgM1QsHniB,Danna Paola,False
2DspEsT7UXGKd2VaaedgG4,Alex Rose,False
2UZIAOlrnyZmyzt1nuXr9y,Nicki Nicole,False
1QivQCLVipV61DiQiyV14A,Kim Loaiza,False
69UypehHabb68utzfjAVlV,Kany Garcia,False
7lCRuW6BSXGAsxuQV9lR0i,Gigolo Y La Exce,False
0eecdvMrqBftK0M1VKhaF4,CNCO,False
1TtXnWcUs0FCkaZDPGYHdf,Darell,False
7hIqJfRYGBWWT1Qxu6Cpd2,Andy Rivera,False
3Jx0IZhtmyvcyoZLKELRH2,Brickboydior,False
0ErzCpIMyLcjPiwT4elrtZ,NLE Choppa,False
3tJoFztHeIJkJWMrx0td2f,Moneybagg Yo,False
7wlFDEWiM5OoIAt8RSli8b,YoungBoy Never Broke Again,False
1URnnhqYAYcrqrcwql10ft,21 Savage,False
45TgXXqMDdF8BkjA83OM7z,Rod Wave,False
3Rx4PJ7SP6unkOk5elPUK7,Money Man,False
5iyTbismzdvyjpjIuhKRvX,Foogiano,False
3MdXrJWsbVzdn6fe5JYkSQ,Mulatto,False
6oMuImdp5ZcFhWP0ESe6mG,Migos,False
3hcs9uc56yIGFCSy9leWe7,Lil Durk,False
44JEJiBvti7NiEhAfzWstv,MO3,False
0WK3H9OErSn5zKOkOV5egm,DDG,False
6AgTAQt8XS6jRWi4sX7w49,Polo G,False
13y7CgLHjMVRMDqxdx0Xdo,Gucci Mane,False
220xv2aB3dsGxaJI1gGs7l,Hotboii,False
6QtgPSJPSzcnn7dPZ4VINp,King Von,False
6C1ohJrd5VydigQtaGy5Wa,Joyner Lucas,False
5KYEMMz9O9iLIESifKAEOp,WhoHeem,False
6cK3NBO6uP7hh0oyuVELFl,Saweetie,False
3C1bStPNVIPmGIrORT5OlF,Bfb Da Packman,False
2S2mt1DiA4QKdKvtqwxrbB,Jackboy,False
21VBNkZvKxrI9zmfFRxXvn,8-Bit Arcade,False
7A8S43ryYdbWpJKeHRZRcq,JACKBOYS,False
2jku7tDXc6XoB6MO2hFuqg,Tory Lanez,False
2HUwZ0kumzCSlhFcjFZfpp,Flipp Dinero,False
6lay1nwbE6hTx1jivysUAL,Princess Nokia,False
5Berubt6ysOy2LCMyqhmXP,YFN Lucci,False
5icKdCmMhNMYoAzVBAWt39,Dax,False
2eqoJbzUGDwys5ENUkbT3h,J.I the Prince of N.Y,False
2hlmm7s2ICUX0LVIhVFlZQ,Gunna,False
7A02nc5WKMBLqSKXxGZ4o8,Llane,False
0KPX4Ucy9dk82uj4GpKesn,Dalex,False
4V8Sr092TqfHkfAA5fXXqG,Luis Fonsi,False
0BqURncJM5B1BBu7UM51eq,Guaynaa,False
3bvfu2KAve4lPHrhEFDZna,Lola Indigo,False
1phfTBIocBW3UwqcYjaEN6,Mike Bahía,False
65oocmSeB6z75kHwrZo1le,Mitch James,False
0PK0Dx3s9et0Uf4XbdFpiW,Sons Of Zion,False
5bYfbDXaMVCxEt7hOAvEWc,Dave Dobbyn,False
31ACkQCBFwLQGxN8MwfSrO,Tiki Taane,False
32GMj177nVLZPp3lqVrCXp,Kings,False
7fRw4ouudxR1jHgyrTIKuY,Stan Walker,False
4bXJYb8inT1EvC54wqCRtT,1814,False
0Q35wRRhdsU8EbsJ1eouCY,The Black Seeds,False
6w3m0txFG5SMj98jxSBIuF,The Exponents,False
0a2RyaJGZwNek1n0fpNPVp,Ché-Fu,False
786hGmAEXHUeCdKPAj3JIa,Katchafire,False
32lo0J8u6KZJTwBOIBrdYS,Fat Freddy's Drop,False
7ohlPA8dRBtCf92zaZCaaB,Crowded House,False
4CeW2xghttvllIwy4AqNSg,Aaradhna,False
2Ic4xql5jDmRz7AiWW7s3S,Skye,False
0PSLPVwV2hIRsjvvfHoS21,Zoe Behrakis,False
5Bmmqy0mwtq3lVOyMH8WPZ,Em Davila,False
5KNNVgR6LBIABRIomyCwKJ,Dermot Kennedy,False
2qxJFvFYMEDqd7ui6kSAcq,Zedd,False
0ukgrNYk51TkMQr0f2Br4Q,Maverick Sabre,False
0NGAZxHanS9e0iNHpR8f2W,Alok,False
5veVxxPm1vzgi6pO2iVA8L,Bruno Martini,False
4cdyqaBREB68H77QKCrKP1,Dubdogz,False
02qlwM8fpqep7vX8KKEFmK,LA Vision,False
2WBJQGf1bT1kxuoqziH5g4,Purple Disco Machine,False
4AKwRarlmsUlLjIwt38NLw,Ofenbach,False
7ACEUD7UsmmXrnj4OLt8f9,twocolors,False
4lAI6jiWfiec8dgvxMUyFe,Asher,False
4mrBetqy378Jf1y6NLszlx,VINAI,False
4CA8PTrbq1l5IgyvBA2JSV,Paul Woolford,False
3tSmEw5WMGAZ6sxt9Dt3Nt,Otnicka,False
5ENS85nZShljwNgg4wFD7D,Gabry Ponte,False
1LIp77U8dWasEozNCGCuMa,Emre Kabak,False
09agIJMxCD2k87ys9Al0f0,VIZE,False
1kfWoWgCugPkyxQP8lkRlY,Jackson Wang,False
5B4kCOhcqTywB9YwXPfFtJ,Weird Genius,False
12A83CWwFiyXy90ScLWPIe,LIZOT,False
7hQmAXAzWI6D350VTgkKTG,Arash,False
7f5Zgnp2spUuuzKplmRkt7,Lost Frequencies,False
7iDeMFJKjI1ak40N3hoYOZ,Lil Xxel,False
3OKg7YbOIatODzkRIbLJR4,TheFatRat,False
4V0T7uK9B0EblaYsP6hQnm,YIXZ,False
49CE2ffZ6Z3zeYSDauSKck,Tungevaag,False
2ZRQcIgzPCVaT9XKhXZIzh,Gryffin,False
6LHsnRBUYhFyt01PdKXAF5,Bob Moses,False
47z7ZrgFoBvVpCnElCE3Zh,Yellow Claw,False
